id,network_id,degree,trial_maker_id,origin_id,participant_id,sung_pitch1,sung_pitch2,sung_pitch3,sung_pitch4,sung_pitch5,sung_note_durations,peter_tonalness,peter_mode,peter_estimated_key,peter_estimated_tonic,pter_tonal.clarity,pter_tonal.spike,daniel_tonalness,daniel_mode,daniel_estimated_key,m21_key,m21_mode,m21_confidence,m21_key_full
5269,112,7,imitation_chain,2063.0,361.0,54.7106575042527,65.9062798096659,58.9562028614871,53.1499218602225,59.0589690180661,"0.475691609977324,0.306167800453515,0.465555555555556,0.509455782312925,0.708072562358277",0.6947389959253226,Minor,B,11,1.1817340327210155,0.2394255762833868,0.7063340391449255,minor,b,E,minor,0.4926872333045326,E minor
5444,112,8,imitation_chain,2411.0,367.0,43.8209187407671,51.7924866218621,45.2758975134971,43.0110140747414,48.5806751730753,"0.377891156462585,0.46265306122449,0.367165532879818,0.388979591836734,0.576598639455782",0.7148660112189863,Minor,C#,1,1.2335501465345062,0.2187630385834224,0.747403131340709,minor,c#,A,major,0.4779753371209963,A major
6074,112,9,imitation_chain,2500.0,409.0,58.0411949341284,63.0523218948709,58.0231516317648,57.4067590079157,57.2408540020727,"0.477210884353741,0.351383219954649,0.373106575963719,0.449886621315193,0.670657596371882",0.5384613820626071,Major,A#,10,1.050170755630934,0.2115658583846747,0.544216503307368,major,A#,G,minor,0.37732538625216905,G minor
6265,112,10,imitation_chain,2750.0,427.0,60.3942520378853,62.9798363518086,60.0399055768586,54.9282675004199,58.6938217043557,"0.431473922902494,0.420816326530612,0.477460317460317,0.440340136054422,0.592448979591836",0.6705063554695884,Minor,C,0,1.1590819066020182,0.2517983506023247,0.6740267052437667,minor,c,C,minor,0.5810790729713652,C minor
6641,112,11,imitation_chain,2808.0,446.0,59.6176409037803,62.4975519861539,59.219290757717,55.7584789653757,59.1976413860458,"0.465804988662132,0.351043083900227,0.511814058956916,0.430045351473923,0.742698412698413",0.5842077002901637,Minor,B,11,1.1562261097666402,0.2240174984449989,0.5858320469246683,minor,b,G,major,0.5010639675055122,G major
843,113,1,imitation_chain,113.0,57.0,45.7252998723679,49.7029133520016,52.4188073854083,49.4973534958541,46.7875890270744,"0.65655328798186,0.484829931972789,0.808911564625851,0.646462585034014,1.92596371882086",0.5726482212570218,Major,E,4,1.3194605202587848,0.2221241243078076,0.6002662980362389,major,E,B,minor,0.5571121607120804,B minor
993,113,2,imitation_chain,569.0,65.0,54.220886723784,59.169862413631,64.2027710034047,56.5863577918446,57.9935022911403,"0.713219954648526,0.489160997732426,0.663287981859411,0.476507936507936,1.44555555555556",0.4342503595901834,Major,E,4,1.288127896284872,0.1675488541092631,0.4725801480222341,major,E,E,minor,0.5736246171127578,E minor
1165,113,3,imitation_chain,650.0,76.0,58.1924914745594,56.0650352339486,63.3043801159415,54.135285481352,58.3230977432858,"0.73092970521542,0.510612244897959,0.916780045351474,0.44,1.3997052154195",0.7173102476091446,Major,D#,3,1.1017854382516092,0.1784852691510888,0.7353246278859875,major,D#,E-,minor,0.8170086402299708,E- minor
1648,113,4,imitation_chain,717.0,101.0,48.0368107492431,45.3350551659641,51.3576248793454,43.1954208431119,46.0275780483792,"0.818321995464853,0.24015873015873,0.647482993197279,0.319727891156463,1.25557823129252",0.7732995170709624,Major,D#,3,1.2202858564782486,0.208572648380839,0.782186429032987,major,D#,G,minor,0.6231649011183866,G minor
1773,113,5,imitation_chain,962.0,106.0,48.5889477624945,46.4787680992897,52.0067062454258,43.0469727866499,48.1603431435727,"0.680453514739229,0.666734693877551,0.624036281179138,0.642199546485261,0.950929705215419",0.504476353281895,Minor,C#,1,1.114008356826179,0.2024435026469993,0.5255114386092816,minor,c#,C,major,0.3787570511833248,C major
1992,113,6,imitation_chain,1034.0,117.0,61.1433185642865,55.2383506709903,64.3419159331697,55.2989981582046,61.1194864677307,"0.865510204081632,0.4481179138322,0.790272108843537,0.486938775510204,0.985532879818594",0.7581873140481078,Minor,C#,1,1.801446533174113,0.3064920760081112,0.7720124530690614,minor,c#,C,major,0.3023797518540548,C major
2595,113,7,imitation_chain,1132.0,152.0,61.2695921573114,55.7791661001811,64.1952794100631,55.8776452180514,61.16108145544,"0.904353741496599,0.417414965986394,1.12460317460317,0.511065759637188,1.35455782312925",0.9151805307681464,Minor,C#,1,1.539922274143317,0.2595696713271621,0.913360687070281,minor,c#,C#,minor,0.7472741328435418,C# minor
2801,113,8,imitation_chain,1358.0,181.0,49.3353479625695,43.7112017837935,52.4229241597055,43.4285495433019,49.0261426216976,"0.73766439909297,0.192380952380952,0.82015873015873,0.135192743764173,1.25632653061224",0.8617797537020596,Minor,C#,1,1.6361242664244613,0.281046899194598,0.8642281592757494,minor,c#,C#,minor,0.5620013101374421,C# minor
3236,113,9,imitation_chain,1458.0,218.0,60.8114298113217,55.166590972607,65.0480103722902,59.8901457722054,61.1339174207779,"0.708775510204082,0.199705215419501,0.594444444444444,0.189024943310658,0.870249433106576",0.6917608380238223,Major,C#,1,1.3908874345384248,0.2487622596639475,0.692919590509361,major,C#,B-,minor,0.48251303357671804,B- minor
4390,113,10,imitation_chain,1597.0,303.0,48.4174638837487,45.9645397879701,53.1241257396613,45.4546952345671,48.6092487762323,"0.611179138321995,0.194920634920635,0.642585034013605,0.171451247165533,0.714195011337868",0.6295965411408937,Minor,F,5,1.0325915254011269,0.17181903260144,0.6516925311806726,minor,f,B-,minor,0.6553668990462745,B- minor
4451,113,11,imitation_chain,2018.0,307.0,47.6038903649774,45.5249142593406,52.8671532206976,47.3222409654268,45.8111584613928,"0.587301587301587,0.458798185941043,0.531791383219955,0.593718820861678,0.504399092970521",0.7381298805804032,Major,A#,10,1.0426167980237524,0.1856923249665485,0.7387431294103683,major,F,B-,minor,0.5117625338749041,B- minor
779,114,1,imitation_chain,114.0,48.0,45.5560540361859,46.8196760519211,47.5550004460788,41.6704246135048,50.7933495465766,"0.655736961451247,0.551972789115646,0.715124716553288,0.351088435374149,0.273854875283447",0.6406814223438302,Minor,C,0,1.0096174844478127,0.190388084451938,0.6594365165216871,minor,c,B,major,0.47617137804588505,B major
1170,114,2,imitation_chain,554.0,76.0,55.975251353873,57.608794519543,60.6053530365419,54.7262818797837,61.8322136236235,"0.626167800453515,0.776666666666667,0.765600907029479,0.418004535147393,0.650816326530612",0.4860997808915188,Major,C#,1,1.3907524952694768,0.210587498576146,0.4727286184463786,major,C#,E-,major,0.3456855555170002,E- major
1275,114,3,imitation_chain,722.0,78.0,57.0440871288947,59.2340813122331,62.2994715765978,55.8856786639223,62.2359193685147,"0.64859410430839,0.672517006802721,0.650272108843537,0.29156462585034,0.419977324263039",0.808792600224462,Major,D,2,1.1574724754236905,0.2310906838554699,0.8050612512735132,major,D,G,major,0.5936916829638335,G major
1364,114,4,imitation_chain,773.0,84.0,56.8058142251716,58.9154004728867,61.8130085338489,59.2364684150197,62.0132566375616,"0.66092970521542,0.731043083900227,0.432108843537415,0.408185941043084,0.62843537414966",0.8258048885741304,Major,D,2,1.196111327469801,0.2248403609604493,0.8208382547605773,major,D,G,major,0.7641271937434381,G major
2117,114,5,imitation_chain,829.0,121.0,55.7830219521611,58.1117962208981,62.3938019733584,58.7532717209598,62.6474121866134,"0.695034013605442,0.61501133786848,0.476077097505669,0.349659863945579,0.662562358276644",0.4914398585999865,Major,D#,3,1.0433692045379586,0.1850810947110215,0.495705097852866,major,D#,G#,minor,0.630597274186034,G# minor
3241,114,6,imitation_chain,1200.0,218.0,55.4145447921212,57.5610345414435,62.7525893410102,58.0955822064531,62.4372587918905,"0.69124716553288,0.615555555555556,0.294126984126984,0.269863945578231,0.501768707482994",0.7729885301261253,Minor,G,7,1.20869893711049,0.2138096821861695,0.7366527412347919,minor,g,E-,major,0.7152657940577742,E- major
3671,114,7,imitation_chain,1600.0,244.0,57.3404289085416,54.2519416184828,64.5140838439718,59.8235748796797,64.2261952121717,"0.764308390022676,0.612834467120181,0.443877551020408,0.395714285714286,0.685941043083901",0.656040487320534,Minor,A,9,1.2700141112834125,0.1924639574700297,0.6289081856325615,minor,a,F,major,0.47617137804588494,F major
6263,114,8,imitation_chain,1756.0,424.0,57.922337840073,54.6652930517507,63.7774898223639,58.4660415314966,63.461861072654,"0.884240362811791,0.796462585034014,0.34047619047619,0.338684807256236,0.70920634920635",0.5529724567465109,Major,D#,3,1.3123513443431158,0.2142667445994122,0.5354555117239327,major,D#,E-,major,0.6388470780462295,E- major
6334,114,9,imitation_chain,2807.0,422.0,58.2612700570299,54.7131417568223,63.9753712191484,58.1259410541239,63.483348921147,"0.499818594104308,0.521791383219955,0.432743764172335,0.349977324263038,0.38639455782313",0.5529724567465109,Major,D#,3,1.3123513443431158,0.2142667445994122,0.5354555117239327,major,D#,E-,major,0.6388470780462295,E- major
6355,114,10,imitation_chain,2844.0,431.0,58.3904415573992,54.6547455468002,63.3976994604742,57.5357438165486,63.0547016950971,"0.541315192743764,0.463605442176871,0.35140589569161,0.326643990929705,0.420226757369614",0.865031263592852,Major,D#,3,1.190675719303473,0.223791759228231,0.8584285597062239,major,D#,E-,major,0.7748637128930929,E- major
6967,114,11,imitation_chain,2850.0,467.0,57.8332886890479,53.7218302691667,63.3021349400083,58.0879128534269,63.2302889469735,"0.541201814058957,0.579183673469387,0.409433106575964,0.372448979591837,0.524761904761906",0.8271004357072298,Minor,D#,3,1.0375015836403338,0.2086038491102958,0.8204564978000198,minor,d#,E-,minor,0.7472741328435416,E- minor
1064,115,1,imitation_chain,115.0,68.0,51.9014357213656,47.8157085092286,43.1825963606267,52.4235481773665,48.2287156702334,"0.946916099773243,0.827755102040816,0.825192743764173,0.232199546485261,1.00285714285714",0.8561896322316678,Major,C,0,1.1917645672718733,0.2415759523174396,0.8411690730462452,major,C,C,major,0.7446022276624666,C major
1310,115,2,imitation_chain,678.0,83.0,52.1532600133879,48.6985707158253,42.768681271921,52.0323508724822,48.648497957574,"0.841201814058957,0.84077097505669,0.664081632653061,0.32453514739229,0.81795918367347",0.586756996582237,Minor,C#,1,1.2331572320882709,0.267207393450504,0.6301858799254713,minor,c#,A,major,0.567127861077992,A major
2086,115,3,imitation_chain,802.0,121.0,64.2639603414836,60.8343048897732,57.8453806533435,63.8559958626705,61.0304958512495,"0.738503401360544,0.673242630385487,0.833877551020408,0.340136054421769,0.800272108843537",0.609023051294826,Minor,C#,1,1.1799632446098576,0.2559512681350891,0.6275078189997679,minor,c#,A,major,0.5659564167421004,A major
2617,115,4,imitation_chain,1186.0,150.0,51.5618328312079,48.4245734459769,45.4135344865484,51.6449268664774,48.4151173377996,"0.79702947845805,0.71437641723356,0.724285714285714,0.496712018140589,0.771768707482993",0.869851016346735,Minor,A,9,1.3412715901469354,0.2398858052132719,0.8496704203714679,minor,a,A,minor,0.7258290365798511,A minor
2789,115,5,imitation_chain,1375.0,179.0,64.4402106190795,60.0205683206797,58.1483591883456,64.7227206545201,63.4464084767944,"0.651700680272109,0.650272108843537,0.615192743764172,0.317460317460317,1.48160997732426",0.5871043469445422,Major,D#,3,1.1392153612885614,0.2236226733086202,0.5760266318799531,major,D#,B-,minor,0.5736246171127577,B- minor
2808,115,6,imitation_chain,1451.0,182.0,65.2672122432849,59.8617964069202,57.6330930500041,65.3433767812049,63.9472529818218,"0.732789115646259,0.685351473922903,0.684467120181406,0.340839002267574,1.15907029478458",0.5737901868794482,Major,A#,10,1.0421452244666212,0.2081152532716821,0.556960020806697,major,F,B-,major,0.5635863476206477,B- major
5125,115,7,imitation_chain,1463.0,353.0,62.7754947561993,53.6611304701584,56.7720588242212,66.1067592181836,63.7923468583765,"0.910907029478458,0.371337868480726,0.81015873015873,0.467233560090703,1.38922902494331",0.6172512557290403,Major,A,9,1.3227784282158317,0.211433393488867,0.5950651916105388,major,A,D,major,0.5577992184475367,D major
5276,115,8,imitation_chain,2332.0,362.0,62.545682033017,55.4566710971915,56.6759854810419,65.5778070818356,63.4034609529153,"0.674081632653061,0.60297052154195,0.557256235827665,0.382018140589569,0.916235827664399",0.5148662934383071,Major,D#,3,1.054789758211515,0.2725265261810781,0.5303564173920363,major,D#,B,major,0.32414275699029715,B major
5706,115,9,imitation_chain,2418.0,379.0,62.5788809404597,55.4943573067272,56.2846748229654,65.693171504751,63.7368249710791,"0.651292517006803,0.637641723356009,0.626575963718821,0.37562358276644,1.23972789115646",0.64311106834677,Minor,G#,8,1.351323980817306,0.1956528277564281,0.615012840590824,minor,g#,C#,minor,0.5406003624928603,C# minor
6313,115,10,imitation_chain,2626.0,422.0,62.4437649191495,55.4407868660225,56.8815443467504,64.6394585733316,63.7326355454063,"0.374331065759637,0.452585034013605,0.349319727891156,0.248163265306122,0.658140589569161",0.7406278678003289,Major,A,9,1.1035475991875754,0.1578553832576206,0.7285610048364363,major,A,D,minor,0.9534283680851118,D minor
6381,115,11,imitation_chain,2837.0,431.0,63.0990888471645,54.7201875225416,56.7059772202122,64.0538810314707,63.6348784102448,"0.43249433106576,0.383265306122449,0.430340136054422,0.202154195011338,0.455668934240363",0.5669956616068921,Major,A,9,1.1348272722813648,0.2168510721759788,0.5488064214975602,major,A,E,minor,0.5054024890172113,E minor
1215,116,1,imitation_chain,116.0,80.0,54.2501396065604,54.0750041305463,54.5682677080338,54.0878429995009,53.0320023054177,"1.06362811791383,0.418185941043084,0.9718820861678,0.562630385487528,0.982086167800453",0.3010888744309836,Minor,F#,6,1.065429127595125,0.1532293505866883,0.2995826093064771,minor,f#,D,major,0.34559174422157085,D major
1319,116,2,imitation_chain,747.0,83.0,54.0015493175012,53.5906608913489,54.1022979247217,53.8908429909064,52.918015206046,"0.901179138321995,0.451768707482993,0.763356009070295,0.486530612244897,0.712267573696146",0.5995364588890387,Minor,F#,6,1.001549781066351,0.2359434419508664,0.6018645659119998,minor,f#,B,major,0.42792798246236546,B major
1642,116,3,imitation_chain,808.0,101.0,52.3855589513117,52.2944323528863,52.3002317069075,52.3753934494732,50.1433881539422,"0.820408163265306,0.382675736961452,0.705487528344671,0.417052154195012,0.646848072562359",0.6168819055048919,Minor,E,4,1.1348803164283705,0.1921993716214979,0.6211037526826985,minor,e,A,major,0.5289694432622932,A major
4042,116,4,imitation_chain,956.0,268.0,60.4624580340066,60.0602040311566,60.2909496346936,58.5206456719594,56.4078643425255,"0.754081632653061,0.316394557823129,0.697052154195011,0.349569160997732,0.776054421768707",0.6654805281762229,Minor,C,0,1.2748705756444672,0.2338294277894822,0.669927778006034,minor,c,F,minor,0.4267679398694782,F minor
4335,116,5,imitation_chain,1909.0,300.0,61.020177815713,60.5846648521163,61.0101788638041,58.001525957395,56.6943041712296,"0.558639455782313,0.270453514739229,0.546916099773243,0.303922902494331,0.891678004535147",0.6518581124342827,Minor,C#,1,1.202160047958327,0.2252371673567567,0.6572495081008783,minor,c#,F#,major,0.5252842257796383,F# major
4604,116,6,imitation_chain,1994.0,320.0,54.0534299596653,56.1641139551615,56.3625362090968,52.4431729526301,50.8853418178433,"0.7981179138322,0.395442176870748,0.672267573696145,0.439682539682539,1.13040816326531",0.6658308162984026,Minor,G#,8,1.10767853367558,0.1650971282514707,0.6725953888629721,minor,g#,C#,minor,0.7406983855089577,C# minor
5842,116,7,imitation_chain,2114.0,383.0,62.7959564272709,69.5239436026019,68.4414278448067,64.4788667902521,62.5379763820439,"0.67421768707483,0.605804988662132,0.82562358276644,0.605442176870749,1.34315192743764",0.7339190959994177,Major,D#,3,1.0531108667661313,0.1938316335821086,0.7334021393194157,major,D#,G#,minor,0.5874389548851467,G# minor
6470,116,8,imitation_chain,2657.0,438.0,61.8683030832691,68.8620686328877,68.1816476791581,63.5127483162554,61.6217999821131,"0.789251700680272,0.84875283446712,0.86031746031746,0.858526077097506,1.28512471655329",0.5787303454703048,Major,D,2,1.1284278267546506,0.279150237599468,0.5623619564437221,major,D,D,minor,0.5111265999981632,D minor
6758,116,9,imitation_chain,2905.0,454.0,52.1924397652738,55.5956542555304,54.4063991283088,46.6552458685317,50.3817019299099,"0.807755102040816,0.810045351473923,0.844535147392291,0.863605442176871,0.899954648526077",0.5768087948008044,Major,D,2,1.1025181624123517,0.1691826021612529,0.5587038723207971,major,D,E,major,0.6839290176526798,E major
6857,116,10,imitation_chain,3039.0,461.0,51.5187694799656,55.8989521851469,55.009261602802,48.6126054760974,51.6733494427285,"0.740294784580499,0.822471655328798,0.821632653061224,0.71485260770975,0.958979591836735",0.7811157832170703,Minor,E,4,1.4701093553740727,0.273005337783308,0.7826387218424008,minor,e,C#,minor,0.536565765555708,C# minor
6955,116,11,imitation_chain,3073.0,459.0,45.267930756209,51.138900262545,54.0785226129479,44.0467143535881,47.9419893264275,"0.630362811791383,0.669750566893424,0.72859410430839,0.641224489795919,0.828866213151928",0.4649865096998523,Minor,F#,6,1.095918371994813,0.241970261323787,0.4878850751244444,minor,f#,A-,major,0.37875705118332476,A- major
1202,117,1,imitation_chain,117.0,80.0,47.3193978749987,51.8303570470702,48.5778161581292,53.8502897328856,50.2746210266413,"0.495238095238095,0.739637188208617,0.737278911564626,0.671609977324262,0.93437641723356",0.7013783837399036,Minor,B,11,1.640782777991943,0.2064657099975106,0.6969375071097726,minor,b,B,minor,0.9534283680851118,B minor
1277,117,2,imitation_chain,741.0,78.0,55.9605249040499,62.3390577460684,57.4508863080081,64.9307041871618,61.1876543380785,"0.395192743764172,0.570362811791383,0.499591836734694,0.605102040816327,0.569727891156462",0.5704461312217534,Minor,C#,1,1.078728427866222,0.172878621937869,0.5759129917010598,minor,c#,C#,major,0.3769530921082135,C# major
3497,117,3,imitation_chain,774.0,228.0,43.0982242537164,48.0234102702083,44.4121671417679,52.8125201749707,48.9842565936676,"0.256462585034014,0.472358276643991,0.481609977324263,0.473514739229025,0.518979591836734",0.6257182672269825,Major,C#,1,1.1418156073773844,0.2306778010137939,0.6617177553283066,major,C#,F,minor,0.7214196394525811,F minor
3508,117,4,imitation_chain,1711.0,235.0,54.1998843678116,59.2946441115631,56.1714253450775,64.774278647451,61.1568100763888,"0.210294784580499,0.4381179138322,0.452902494331066,0.467233560090703,0.627301587301587",0.8162921262763861,Major,C#,1,1.1914847585847168,0.1737562857699938,0.8367935564072528,major,C#,C#,major,0.6102667704374698,C# major
4339,117,5,imitation_chain,1720.0,300.0,54.1736050072999,58.1735586886288,53.1923995219026,65.041641332684,62.0567385775332,"0.176167800453515,0.557551020408163,0.394580498866213,0.398321995464853,0.501337868480726",0.6169280516831043,Minor,D,2,1.4076021171857604,0.2057318447153366,0.6503346982735365,minor,d,B-,major,0.6388470780462296,B- major
5105,117,6,imitation_chain,1997.0,349.0,48.90450127476,52.5742079263111,48.029962398477,54.7790113533556,51.7881136946653,"0.254467120181406,0.509478458049887,0.47968253968254,0.521700680272108,0.508798185941043",0.5523605776919986,Major,C,0,1.1330509481699311,0.1907336300159809,0.5541733134204532,major,C,C,major,0.6084628113623586,C major
5944,117,7,imitation_chain,2320.0,400.0,59.7930589243645,63.7408351555367,59.727022730693,66.4689445401815,63.709832685078,"0.257619047619047,0.524126984126984,0.523038548752834,0.536394557823129,0.547369614512471",0.6957973237394314,Major,C,0,1.3626430054761416,0.2421657793392819,0.6874289323825031,major,C,A,minor,0.47651487146554766,A minor
6277,117,8,imitation_chain,2694.0,425.0,47.5931357744439,51.0734118327223,47.1668356061961,54.2604618009578,50.972403134188,"0.436802721088435,0.623560090702947,0.678390022675737,0.635986394557823,0.842199546485261",0.5580999170331188,Minor,C,0,1.105251127144033,0.202729574993064,0.5604563864774316,minor,c,B,major,0.6029546135299328,B major
6719,117,9,imitation_chain,2813.0,452.0,59.5346103019943,62.633039931373,57.1348409394176,64.8949693745714,61.7600170455591,"0.800136054421769,0.870453514739229,0.672857142857143,0.766734693877551,1.56136054421769",0.6537959532239155,Minor,A,9,1.054089257093365,0.170307036598922,0.6338271413433139,minor,d,B-,major,0.6490535629112442,B- major
7325,117,10,imitation_chain,3013.0,479.0,61.6865794399504,64.7732377452211,56.6783431231398,60.632554400702,61.7542199799754,"0.673469387755102,0.663265306122449,0.62609977324263,0.673673469387755,1.12392290249433",0.8229466966467379,Minor,D,2,1.0494145517069735,0.2150865969604304,0.8283228731026356,minor,d,D,minor,0.5810790729713651,D minor
7347,117,11,imitation_chain,3305.0,485.0,61.3646174973784,64.4924341120578,55.490253222239,56.795890176757,62.1808956341644,"0.749773242630386,0.582539682539682,0.579909297052154,0.511201814058957,0.904897959183673",0.6335299212413462,Major,G,7,1.1425110956548143,0.2056265472238996,0.609273147099225,major,G,A,major,0.6102667704374698,A major
371,118,1,imitation_chain,118.0,27.0,63.0978316007336,56.077172151136,55.9213572088755,68.0431908015669,59.6687623452934,"0.455260770975057,0.291700680272109,0.291496598639455,0.859297052154195,0.511315192743764",0.8744182366010413,Major,G#,8,1.4096539000556796,0.249132004427929,0.8757418914327771,major,G#,A-,major,0.6317253963863291,A- major
493,118,2,imitation_chain,350.0,31.0,62.493706383146,54.7495573879588,55.121907954864,67.1203637709754,62.3289093900885,"0.443560090702948,0.269886621315193,0.302902494331066,0.790680272108843,0.43201814058957",0.7907172323403174,Major,G,7,1.1590442646703083,0.2010318182482025,0.7780879423073203,major,G,G,minor,0.6118868828227133,G minor
653,118,3,imitation_chain,397.0,45.0,62.1311361886652,55.4770444574219,55.3234961826714,66.7674987761858,62.1862911609788,"0.731655328798186,0.302902494331066,0.30281179138322,0.790498866213152,0.489591836734694",0.7907172323403174,Major,G,7,1.1590442646703083,0.2010318182482025,0.7780879423073203,major,G,G,minor,0.6118868828227133,G minor
1305,118,4,imitation_chain,481.0,78.0,62.0627378315821,55.228039453703,55.400095476422,67.0928716356194,62.2793146833024,"0.766031746031746,0.210839002267574,0.222539682539682,0.675079365079365,0.350975056689342",0.7907172323403174,Major,G,7,1.1590442646703083,0.2010318182482025,0.7780879423073203,major,G,G,minor,0.6118868828227133,G minor
2600,118,5,imitation_chain,798.0,153.0,62.2069489353286,54.7616854447704,55.0512007192519,67.1610021836242,62.1185953125102,"0.547006802721088,0.244920634920635,0.244829931972789,0.59469387755102,0.466190476190476",0.7907172323403174,Major,G,7,1.1590442646703083,0.2010318182482025,0.7780879423073203,major,G,G,minor,0.6118868828227133,G minor
2766,118,6,imitation_chain,1363.0,182.0,61.6893894982738,54.6144908456006,55.3821035039664,67.2784791443734,61.7065253947724,"0.766530612244898,0.280045351473923,0.2918820861678,0.698548752834467,0.709047619047619",0.7907172323403174,Major,G,7,1.1590442646703083,0.2010318182482025,0.7780879423073203,major,G,G,minor,0.6118868828227133,G minor
3080,118,7,imitation_chain,1432.0,200.0,60.0216553294175,54.4911295014414,55.1436114582823,65.0731209515133,60.6198291357964,"0.749977324263039,0.332947845804988,0.291383219954648,0.801451247165533,1.60743764172336",0.4613260861586152,Major,C,0,1.36635802978512,0.1880035786217281,0.4523144310871787,major,C,F,minor,0.3424415536119261,F minor
3904,118,8,imitation_chain,1537.0,262.0,62.8469731649764,54.6661235828487,54.2390778221508,64.5389973166747,57.5123445388378,"0.77827664399093,0.533718820861678,0.683015873015873,0.720816326530612,1.35324263038549",0.8249548406758466,Minor,D#,3,1.4588231184895193,0.2264515257730258,0.8430565884392278,minor,d#,E-,major,0.682425711541285,E- major
5385,118,9,imitation_chain,1839.0,363.0,62.5742189248102,55.437249280158,54.4279368001425,64.248434716451,57.4895262672061,"0.627891156462585,0.57968253968254,0.590634920634921,0.731904761904762,1.0408843537415",0.5502001954901484,Minor,F#,6,1.3978905993243484,0.2384843791490596,0.5042400935179413,minor,f#,E,minor,0.5571121607120805,E minor
5543,118,10,imitation_chain,2473.0,371.0,62.9059776836671,55.5977372970913,54.355176613955,64.5033529677724,62.7267057464992,"0.709478458049887,0.638072562358277,0.498730158730159,0.640680272108844,1.36641723356009",0.8452728857359756,Minor,D#,3,1.6400455258648363,0.2601060820601258,0.8368980699716424,minor,d#,E-,minor,0.7279778974862328,E- minor
5721,118,11,imitation_chain,2567.0,379.0,62.6713851540695,55.2149025836532,54.1374550481098,64.7665074296829,62.598723883622,"0.697414965986394,0.716848072562358,0.671428571428572,0.774104308390023,1.72342403628118",0.8082591463291406,Minor,D#,3,1.5367621941735528,0.2784611786277806,0.8037821075685833,minor,d#,E-,minor,0.4793308114050668,E- minor
129,119,1,imitation_chain,119.0,7.0,57.2078582902225,56.879335168555,61.1168177137739,59.2222157109931,65.26740442737,"0.487755102040816,0.533900226757369,0.669024943310658,0.557619047619048,0.732698412698413",0.4594512490993462,Major,A,9,1.1914696237377995,0.1506864465535187,0.4199031542550899,major,A,F#,minor,0.48632718844683964,F# minor
3973,119,2,imitation_chain,273.0,266.0,56.8411495855424,56.4685380580636,61.52758190752,58.7247745698978,64.8133615593515,"0.660861678004535,0.556961451247165,0.604784580498866,0.592358276643991,0.882448979591836",0.8291251340484644,Minor,D,2,1.576639850478227,0.2504760784923179,0.8396465167880851,minor,d,D,minor,0.3457448018007374,D minor
4341,119,3,imitation_chain,1874.0,300.0,59.0462642326341,52.7794559840394,64.6660577141306,53.5172398247413,59.4019689058337,"0.564263038548753,0.417573696145125,0.421156462585034,0.489138321995465,0.85764172335601",0.4922869369375072,Major,B,11,1.145264802500001,0.2633902877836534,0.4717254750088007,major,B,E,major,0.23697386396734726,E major
4786,119,4,imitation_chain,1999.0,329.0,46.6437040528266,41.1372675953972,51.5026457986996,44.0279693531835,46.897695703477,"0.702925170068027,0.366054421768707,0.553514739229025,0.555396825396826,0.690657596371882",0.7109219794183507,Major,E,4,1.046219954838351,0.2069296116858338,0.7350809846980647,major,E,E,major,0.6388470780462295,E major
5285,119,5,imitation_chain,2183.0,361.0,58.145684408351,53.1944991624552,62.4782493286432,55.4758925556027,58.5240379420018,"0.76077097505669,0.474648526077097,0.697414965986394,0.487301587301587,0.718979591836734",0.6395839657231456,Minor,B,11,1.4511832494893624,0.2302930268499535,0.6514878100178456,minor,b,B-,major,0.5423166817760025,B- major
6246,119,6,imitation_chain,2425.0,427.0,58.7715753265038,53.7996249588762,62.6669646662378,55.1179467969942,59.0212328987459,"0.626893424036281,0.509569160997732,0.628049886621315,0.521995464852608,0.822834467120181",0.7742729772263316,Major,B,11,1.4446573281656303,0.2351174361458224,0.7673319971005738,major,B,B,major,0.570533561447249,B major
6405,119,7,imitation_chain,2799.0,431.0,59.0588889327201,53.787636344692,62.8664357109352,53.7087028682332,58.845011586114,"0.603605442176871,0.567732426303855,0.616394557823129,0.505238095238095,0.880158730158731",0.8406627336867685,Major,B,11,1.5290348871716208,0.2547601915211746,0.8293991163178516,major,B,B,major,0.7748637128930929,B major
6634,119,8,imitation_chain,2881.0,442.0,49.9950751097753,42.2104806834233,52.8489476171101,45.3179575020416,42.8859864691442,"0.554172335600907,0.46859410430839,0.543696145124717,0.447709750566893,0.60297052154195",0.6626523879338303,Minor,D,2,1.2723629259140203,0.1818089121978183,0.7055970838285438,minor,d,D,minor,0.6396778276486763,D minor
6787,119,9,imitation_chain,2986.0,454.0,50.4713959217538,44.2989400844262,52.7655198332323,45.1307030285838,48.1519226663545,"0.635555555555556,0.563605442176871,0.636825396825397,0.666848072562359,0.726462585034014",0.7638342074829563,Major,F,5,1.2210972367252413,0.2001052890816873,0.7764438136499443,major,F,F,major,0.5426173347397188,F major
6940,119,10,imitation_chain,3051.0,459.0,48.2424560652698,42.7791036676993,53.080096848751,46.769396321599,49.0063690912997,"0.5759410430839,0.467755102040816,0.590068027210884,0.562743764172336,0.848095238095239",0.6263655966743915,Minor,F,5,1.2447687447533982,0.2074489809224372,0.6474362413554056,minor,f,F,minor,0.34161588848022706,F minor
