id,network_id,degree,trial_maker_id,origin_id,participant_id,sung_pitch1,sung_pitch2,sung_pitch3,sung_pitch4,sung_pitch5,sung_note_durations,peter_tonalness,peter_mode,peter_estimated_key,peter_estimated_tonic,pter_tonal.clarity,pter_tonal.spike,daniel_tonalness,daniel_mode,daniel_estimated_key
604,17,1,imitation_chain,17,42,43.6237713964565,47.0925926351354,51.1653848699139,45.9754122052323,52.9850064272533,"0.665215419501134,0.236530612244898,0.797210884353742,0.194353741496599,0.773492063492063",0.6598532524333977,Major,G#,8,1.1309277661415424,0.16300157680870364,0.6203877455303225,major,G#
926,17,2,imitation_chain,452,61,56.7515432783017,61.3274872153858,63.6473857906896,58.729212554147,65.4928356416315,"0.771655328798186,0.316689342403628,0.824467120181406,0.281269841269841,0.866507936507937",0.5720745309936094,Minor,A,9,1.0306120639119212,0.16979025677310422,0.542980608431035,minor,a
1412,17,3,imitation_chain,607,84,56.5361793210646,60.7189406615202,62.283818091256,62.8479579053031,65.4215868070113,"0.787278911564626,0.304897959183673,0.847528344671201,0.282154195011338,1.35560090702948",0.8630021798795424,Minor,D,2,1.6613598787516224,0.2723462384451095,0.8651096872361934,minor,d
1703,17,4,imitation_chain,860,104,46.4667900032592,50.1018516819172,49.0070479291757,51.3259948225387,53.3804521244703,"0.667709750566894,0.266235827664399,0.715260770975057,0.268390022675738,1.37410430839002",0.8254025252551567,Minor,A#,10,1.3988594345532792,0.21420900917835597,0.8012787147737843,minor,a#
4321,17,5,imitation_chain,980,301,44.1414601457329,47.5309281981718,45.9416495981743,51.1923838165547,49.7193960450175,"0.585895691609977,0.322040816326531,0.78265306122449,0.323650793650793,1.13043083900227",0.48535063312752813,Major,A#,10,1.213734127170621,0.18290303588041223,0.4969332780774125,major,A#
5446,17,6,imitation_chain,1986,369,55.5414585704793,59.5247298606401,56.8836394519005,61.8816002379716,61.9947381842924,"0.844761904761905,0.292947845804988,0.833877551020408,0.293718820861678,1.12356009070295",0.6042036297118526,Major,D,2,1.1749765542826918,0.23064470519681896,0.6237503171772949,major,D
5680,17,7,imitation_chain,2501,379,54.8599807265699,59.5918356974146,57.0707733599943,62.7634282012455,62.3550103766569,"1.04072562358277,0.339387755102041,0.903401360544218,0.305192743764172,1.33160997732426",0.7282835020694798,Major,D,2,1.0950854550860756,0.1620986125794902,0.739581079597046,major,D
6386,17,8,imitation_chain,2619,422,55.0189723133193,59.542744163779,57.0143801138393,62.9289221797023,62.2671880805149,"0.694716553287982,0.303446712018141,0.637845804988662,0.294081632653061,0.893832199546486",0.7282835020694798,Major,D,2,1.0950854550860756,0.1620986125794902,0.739581079597046,major,D
6639,17,9,imitation_chain,2868,446,55.4941526750525,61.8353188082942,56.5615868697214,60.0844288751417,60.8708270116978,"0.7759410430839,0.306009070294785,0.799365079365079,0.420226757369615,0.881133786848072",0.4436949895287054,Major,A,9,1.2066831929920514,0.1618091200393371,0.45183268125945686,major,A
6864,17,10,imitation_chain,2988,461,56.1081195764347,61.1086321238448,56.2658876872977,63.0170718989708,60.7881503071377,"0.93734693877551,0.235510204081632,0.960226757369614,0.501473922902494,1.49142857142857",0.7637647940291534,Major,C#,1,1.0494053413761781,0.19391675750742315,0.7785086577498248,major,C#
7163,17,11,imitation_chain,3078,476,55.8122937651822,60.5899986599395,55.565737029705,59.6421131826029,62.3986882358877,"0.799387755102041,0.166303854875283,0.499387755102041,0.327687074829932,0.985736961451247",0.5754879299703094,Major,G#,8,1.2898431510259432,0.2737736582758821,0.5551952250114464,major,G#
498,18,1,imitation_chain,18,31,54.6264426271889,56.3807290430068,63.3722418453461,62.9052881096077,61.9787941496032,"0.724716553287982,0.51063492063492,0.778253968253969,0.732131519274376,0.708571428571429",0.5843010816915283,Major,D#,3,1.1077661119610684,0.18812909943745917,0.584924552312526,major,D#
638,18,2,imitation_chain,401,43,55.344977493603,57.136500958994,63.1724947154871,62.9871342052566,62.3599453981883,"0.475056689342404,0.361201814058957,0.685328798185941,0.581451247165533,0.96185941043084",0.5681792640738225,Minor,G,7,1.1038799721149728,0.1836414336261874,0.5361257734547554,minor,g
837,18,3,imitation_chain,470,57,45.3960922234525,50.7694439426462,54.7793577025204,53.9592250470809,50.9750375067737,"0.413764172335601,0.3240589569161,0.614013605442177,0.397074829931973,0.819455782312925",0.5054330747207431,Major,D#,3,1.1781598944393885,0.2474187663696887,0.525136568016462,major,D#
1061,18,4,imitation_chain,567,68,45.4177392592305,48.655618984342,53.8146094416541,53.6045111412735,50.854258327981,"0.457755102040816,0.518480725623583,0.821020408163265,0.313786848072562,0.957981859410431",0.6492900068084974,Minor,F#,6,1.123877908966067,0.2367904118760399,0.6454322743867579,minor,f#
1758,18,5,imitation_chain,675,106,45.2988323738355,48.1948935926607,53.9939354989405,52.3423635847238,50.6278880488763,"0.631111111111111,0.44891156462585,0.71734693877551,0.393990929705215,0.877596371882087",0.49302312863556774,Minor,D#,3,1.0368930802735141,0.22487215947702696,0.5362514775595185,minor,d#
2619,18,6,imitation_chain,1022,152,57.8362994383561,62.8509670725598,66.5654385994938,62.5686554268812,57.8211137468662,"0.957619047619048,0.501451247165533,0.87140589569161,0.535510204081633,1.11126984126984",0.7600093502606576,Minor,G,7,1.113261057878328,0.2368666508786729,0.7861862662759229,minor,g
2754,18,7,imitation_chain,1377,179,56.7483575457239,62.0064431490175,66.2630126362407,62.5843294701345,58.6014467425366,"0.649002267573696,0.408934240362812,0.83702947845805,0.432380952380952,1.8262358276644",0.6745011691452155,Minor,F#,6,1.049159131451518,0.16579904240834129,0.6925099141019134,minor,f#
3807,18,8,imitation_chain,1425,258,41.9448686602145,48.5517832707941,53.3228913097991,48.6807319903505,46.605721425685,"0.582743764172336,0.322562358276644,0.601746031746032,0.334126984126984,1.34721088435374",0.5340569459323202,Major,F#,6,1.018320201753411,0.1894001133396293,0.4725961122967495,major,F#
3944,18,9,imitation_chain,1810,266,52.6569970749165,59.5251933116473,65.000174223291,60.911375322924,57.840146459523,"0.716031746031746,0.327437641723356,0.58281179138322,0.316530612244898,1.68761904761905",0.7416659998052583,Major,F,5,1.0811605015145742,0.1916183043117068,0.7431295637777958,major,F
4418,18,10,imitation_chain,1859,303,52.1175475821241,60.292598518434,64.0188105275917,58.7189549529536,57.8394442133979,"0.762380952380952,0.292607709750567,0.685963718820862,0.533378684807256,1.10596371882086",0.5381100854542415,Major,E,4,1.0081390168682385,0.25764172312459493,0.5395066566307314,major,E
4457,18,11,imitation_chain,2025,305,52.0304215946715,59.1404146892046,64.15456385583,58.7265603607807,57.8480125228998,"0.765714285714286,0.616054421768708,0.813582766439909,0.673083900226757,0.891950113378684",0.6265441350274167,Major,E,4,1.1330913070837396,0.2724719465054017,0.629305398488036,major,E
929,19,1,imitation_chain,19,61,65.6384826536986,64.2868757820037,63.0208515761177,62.6905889598735,64.4992907800559,"0.864875283446712,0.809002267573696,0.732312925170068,1.03210884353741,0.548208616780045",0.4903526226435118,Minor,D#,3,1.1066516868269538,0.18637163983571559,0.4899029809561304,minor,d#
1308,19,2,imitation_chain,609,78,66.7072565418946,63.802950652101,63.2137490511605,62.5018794072994,63.240804074387,"0.825079365079365,0.554625850340136,0.616666666666666,0.535668934240363,0.443718820861678",0.7050168423455925,Major,D#,3,1.345213373920877,0.24274880850322905,0.704830772999571,major,D#
1965,19,3,imitation_chain,801,117,67.3718211953624,65.0491841507084,62.9924432826795,61.8741102286105,63.1713846431286,"0.663650793650794,0.686734693877551,0.882358276643991,0.83609977324263,0.686349206349206",0.7335131360545144,Major,D#,3,1.407372035607539,0.25300695399508916,0.7333834485022973,major,D#
2523,19,4,imitation_chain,1113,145,54.6189080536202,52.4942438837144,50.3154931624321,49.2131351953389,50.3517846246722,"0.729342403628118,0.647596371882086,0.58891156462585,0.542154195011337,0.784829931972789",0.705117711141794,Major,D,2,1.0778553842933243,0.2032837292268282,0.7022160557599486,major,D
3616,19,5,imitation_chain,1309,244,65.3153998585402,63.585360323275,61.1400165902794,60.1118139499817,62.987049956666,"0.662698412698413,0.627641723356009,0.661700680272109,0.66124716553288,0.858798185941044",0.5247316585601157,Major,C#,1,1.3028119338773947,0.17893051856957887,0.5155864506950654,major,C#
3981,19,6,imitation_chain,1752,266,65.0642989031641,63.0703457611072,60.5601393102549,59.5634418180856,62.501386704251,"0.612721088435374,0.577437641723356,0.557936507936508,0.534829931972788,0.950861678004535",0.5083646325781976,Major,C#,1,1.1047331204208972,0.1543127410209427,0.5009439774243761,major,C#
4467,19,7,imitation_chain,1882,307,53.1369147086192,49.7685008144146,47.2294912971725,44.9475035382075,49.1787809769093,"0.463219954648526,0.530589569160998,0.540725623582766,0.435759637188208,0.599138321995465",0.3429252125208373,Minor,B,11,1.2009445587471943,0.1526964844241742,0.3097677867720663,minor,b
4648,19,8,imitation_chain,2049,319,64.4970000160213,61.2266798545252,59.4531440559131,56.7098513193841,59.3289125008657,"0.513356009070295,0.674693877551021,0.637777777777778,0.707301587301587,0.777414965986395",0.6990997077259156,Major,E,4,1.015780069327146,0.18309231976621704,0.7146208415890875,major,E
4824,19,9,imitation_chain,2143,333,52.6184608279233,48.8267985275897,47.2625321266368,43.8307219531663,47.1941021472292,"0.751587301587302,0.657913832199546,0.770725623582766,0.675306122448979,0.815918367346939",0.5737046603270819,Major,B,11,1.1511097899986575,0.27549372422175256,0.5519120408137925,major,B
6002,19,10,imitation_chain,2212,402,63.8719176832071,61.0474165103438,58.9954642127348,54.0225079790211,59.1524829207917,"0.720884353741497,0.696984126984127,0.696326530612245,0.763832199546486,0.984761904761905",0.7712011982779006,Major,B,11,1.131375673631241,0.19988546256192588,0.7635302777065165,major,B
6259,19,11,imitation_chain,2713,427,59.703676464931704,64.1991246301072,60.9838433316037,54.5087178972362,59.3069650965423,"0.708095238095238,0.605351473922902,0.807369614512472,0.683378684807256,0.834444444444444",0.3715742050428133,Minor,C#,1,1.3419958364070776,0.15776746276264236,0.3905797345069009,minor,c#
381,20,1,imitation_chain,20,27,62.6301797237369,56.1633901892466,66.7579535741671,60.6486276203639,56.4930904940219,"0.339637188208617,0.360657596371882,0.651541950113379,0.327687074829932,0.48750566893424",0.6751151108544813,Major,G#,8,1.1672141380551426,0.21064602107713973,0.6311362837692348,major,G#
621,20,2,imitation_chain,352,43,59.6356022586531,55.093652010831,67.0411237880132,59.3177701467755,55.6549037421217,"0.339024943310657,0.291904761904762,0.594512471655329,0.32718820861678,0.625555555555556",0.5861787816135038,Minor,C,0,1.1798499613747384,0.1769763009252545,0.5859202664786987,minor,c
780,20,3,imitation_chain,460,51,48.2573793168185,43.7120760351873,55.2338942301766,48.4851163096957,43.3238216775463,"0.391428571428571,0.365714285714286,0.57938775510204,0.449546485260771,0.757709750566893",0.6837981298988985,Major,C,0,1.0335007010054889,0.18708754441896652,0.6829943726146002,major,C
1448,20,4,imitation_chain,555,85,60.258803294945,55.7134183765056,66.5874144439822,61.662645575502,60.2466247143308,"0.362630385487528,0.419478458049887,0.548730158730159,0.339931972789116,0.558526077097505",0.804320664554206,Major,C,0,1.0329375441421076,0.20643340053300824,0.8106354366253038,major,C
1783,20,5,imitation_chain,888,106,48.182035802216,43.0030021184214,54.2298634833074,50.0957449264203,47.7086954201749,"0.652108843537415,0.688934240362812,0.625963718820862,0.669138321995465,0.73734693877551",0.5787303454703047,Major,C,0,1.1284278267546504,0.27915023759946794,0.5425256590662658,major,C
3238,20,6,imitation_chain,1037,218,60.3639059680991,55.0518642915936,66.3170090397731,62.068630655767,60.2917148776523,"0.593174603174603,0.545419501133787,0.605918367346939,0.270657596371882,0.650589569160998",0.5787303454703047,Major,C,0,1.1284278267546504,0.27915023759946794,0.5497694776519644,major,C
3482,20,7,imitation_chain,1598,228,48.6085855112571,43.7021571124372,54.6630970881114,49.5121314121869,47.6020250235218,"0.565487528344671,0.57578231292517,0.591179138321995,0.22015873015873,0.645079365079366",0.5238362249615525,Major,C,0,1.033869373393127,0.19188360815757002,0.5319633095145416,major,C
4610,20,8,imitation_chain,1699,319,60.5026027822168,55.0848071061519,65.5149452509712,57.3561756712638,60.1507587320176,"0.547278911564626,0.499478458049887,0.513718820861678,0.372630385487529,0.639229024943311",0.45432748145791807,Major,F#,6,1.006983681288512,0.2238992976408407,0.491929033201909,major,F#
5249,20,9,imitation_chain,2115,361,59.6950732908682,55.5137112928097,65.689277210366,55.6447978288801,60.0561697390886,"0.512176870748299,0.510680272108843,0.513650793650794,0.337800453514739,0.65061224489796",0.48721466274065955,Minor,C,0,1.1193484300229306,0.24336121370726763,0.4619383309416949,minor,c
5504,20,10,imitation_chain,2395,370,61.1615461389992,56.1455392379177,64.457018438875,57.8206282820562,61.5508469976303,"0.5240589569161,0.511224489795919,0.525056689342403,0.453945578231293,1.10065759637188",0.5361246392250764,Minor,C#,1,1.246429922079542,0.2220840273581899,0.5321561790557356,minor,c#
5526,20,11,imitation_chain,2542,371,61.2742603752851,56.2358928544578,64.3080189755233,56.291862214,61.7049321017324,"0.512607709750567,0.441655328798186,0.594149659863946,0.475804988662132,1.06614512471655",0.6051638985216837,Minor,C#,1,1.375736594372238,0.23186227710751398,0.597625028780004,minor,c#
171,21,1,imitation_chain,21,7,69.6850550002246,64.2310776520314,60.9724789621243,63.7387847952249,59.3775173680801,"0.256575963718821,0.248208616780045,0.569954648526077,0.570907029478458,0.696281179138322",0.42130454114845145,Major,B,11,1.0094441934449503,0.13856472147293844,0.43803943709184995,minor,a#
1068,21,2,imitation_chain,288,68,58.2675201254106,53.0003443334957,47.8610606792202,52.230869952598,47.3448626199936,"0.281133786848073,0.24437641723356,0.864013605442177,0.197845804988662,0.702721088435374",0.33320132990281787,Major,F,5,1.1763752963501997,0.16110080275878194,0.3492459442145999,major,F
2223,21,3,imitation_chain,680,130,54.8282856994361,62.9571662941963,58.1939779539616,61.8867841144037,59.9733935423841,"0.221632653061224,0.224807256235828,0.810068027210884,0.22514739229025,0.823990929705215",0.7378398926423009,Minor,G,7,1.1506929842107212,0.18134014730377218,0.7200884351271981,minor,g
3504,21,4,imitation_chain,1230,235,65.8306652046143,64.0063802339372,59.377118195886,62.8072846773961,59.3938763174113,"0.190657596371882,0.24281179138322,0.788412698412698,0.189705215419501,0.615442176870748",0.8769734418064011,Major,B,11,1.1970384244599166,0.22101516634728732,0.8865632969281338,major,B
3729,21,5,imitation_chain,1717,252,66.0904300182441,63.4117988555384,59.14956302154,62.5977662341598,59.3918051427306,"0.19047619047619,0.242585034013605,0.603718820861678,0.18984126984127,0.580861678004535",0.8706229976683291,Major,B,11,1.2723178827136186,0.23615641507415097,0.8785282375638743,major,B
4312,21,6,imitation_chain,1777,300,64.7797545849602,61.7711798688084,58.359234573741404,62.9179294594928,59.2330091388814,"0.179342403628118,0.212879818594104,0.615895691609977,0.155555555555556,0.511746031746032",0.5862350852811243,Major,A#,10,1.5072631856912626,0.20531271566509102,0.5942327851408479,major,A#
4323,21,7,imitation_chain,1980,301,55.1863559008212,51.2729268725922,49.1709365773215,52.3338901389172,47.6319447415598,"0.314240362811791,0.277732426303855,0.726984126984127,0.266802721088435,0.79514739229025",0.4788282733879792,Minor,C,0,1.0072145902482064,0.18816886727416418,0.48274505908636095,major,C
4781,21,8,imitation_chain,1987,329,52.0498032270312,49.2188112173242,48.6182845901507,51.3870813123363,47.0653070127554,"0.40469387755102,0.369387755102041,0.784353741496599,0.428095238095238,0.690702947845805",0.7013160237188377,Minor,C#,1,1.1613138163527597,0.19133818289259696,0.7161811528700197,minor,c#
5159,21,9,imitation_chain,2181,353,63.9434282104415,53.9542783980436,57.6559791052522,60.3671807919542,52.9032411332994,"0.386031746031746,0.324671201814059,0.649569160997732,0.396417233560091,1.12102040816327",0.5702617992583566,Major,A#,10,1.154713376161084,0.23271223028246676,0.5369714917276099,major,A#
5457,21,10,imitation_chain,2342,367,49.3943422539457,44.9054263814784,42.5565306985131,49.4296767691881,46.7695654340101,"0.554263038548753,0.516848072562359,0.444149659863946,0.507414965986394,0.587097505668934",0.4157342235491685,Minor,B,11,1.012821801563332,0.1834096218611207,0.41497596513414536,minor,b
5952,21,11,imitation_chain,2509,400,61.3920521037058,56.5797966533523,53.5968786737554,61.6105854143354,61.5788659445179,"0.569977324263039,0.568707482993197,0.521451247165533,0.662312925170068,0.593219954648526",0.7070263388657357,Minor,F#,6,1.0765092446167126,0.2076201557033725,0.670240301575991,minor,f#
647,22,1,imitation_chain,22,45,59.5588341175383,66.4501905979656,65.4880008373218,64.1699036117034,63.1235074913466,"0.327256235827664,1.00083900226757,1.04403628117914,1.07836734693878,0.328344671201814",0.553023674386332,Minor,C,0,1.1177287686534474,0.16522577140826222,0.5283698074872323,minor,c
1207,22,2,imitation_chain,477,80,47.0158832415332,54.089633009191,52.6682790437894,51.7920007785801,50.8832406991162,"0.437324263038549,0.682607709750567,0.231859410430839,0.865510204081632,0.75111111111111",0.5186755960577365,Minor,D#,3,1.0451126652742886,0.2460353895169272,0.5198762705211118,minor,d#
2593,22,3,imitation_chain,742,150,45.0308272223633,53.9786661993318,51.9705110435576,50.8484708447349,50.1479002665275,"0.270181405895692,0.694149659863946,0.935691609977324,1.10337868480726,0.726825396825397",0.7568651656068104,Major,A,9,1.0821658817836393,0.18441740539857662,0.7331186281078799,major,A
3199,22,4,imitation_chain,1357,212,54.8500132260315,63.8246118091993,62.3430649950637,60.6192533160464,60.6597544197163,"0.337369614512472,0.674557823129252,0.512993197278912,0.558639455782313,0.673832199546485",0.4472357484935659,Major,G,7,1.1294972292385594,0.1809638992422475,0.4220327482257515,major,G
4189,22,5,imitation_chain,1573,290,43.3071758940532,51.6763241221775,49.9300758993364,48.2473824751945,47.8597350930773,"0.308639455782313,0.831927437641724,0.739092970521542,0.726303854875284,0.81843537414966",0.7747466435069423,Major,C,0,1.0571353126483587,0.17955341946205572,0.7600325766301018,major,C
5273,22,6,imitation_chain,1938,361,54.7912880449173,63.8584222227619,61.5581681461954,59.4430305507042,59.828652494227,"0.360498866213152,0.882244897959183,0.581768707482993,0.892063492063492,0.914965986394558",0.8330028591067383,Major,G,7,1.1473777996645922,0.18501585322588635,0.8138780783325597,major,G
6474,22,7,imitation_chain,2415,438,54.6609583505619,63.7544808491191,61.5515494283419,59.4538012390014,59.479746745114,"0.597891156462585,0.916916099773243,0.9737641723356,0.93843537414966,1.11115646258503",0.8236536828018745,Minor,B,11,1.048392534095712,0.2227712003235178,0.8311600215645034,minor,b
6564,22,8,imitation_chain,2908,446,52.9413392162708,63.5912249482369,60.5604975605832,56.7257771805542,59.030404855586,"0.544308390022676,0.940045351473923,0.962018140589569,0.971791383219955,1.08848072562358",0.34870013988727033,Minor,C#,1,1.1129026015247974,0.1371871903963865,0.393332239056608,minor,c#
6897,22,9,imitation_chain,2947,461,52.0256801456401,63.9102199283125,60.5014910907717,56.17243530054,58.8252796244492,"0.589455782312925,0.905056689342403,0.915555555555556,0.947981859410431,1.35335600907029",0.7899905635854773,Major,E,4,1.0990766912118421,0.202583438631864,0.7691287159142481,major,E
7113,22,10,imitation_chain,3091,473,52.8682014010106,64.7448013253932,61.4671737958204,57.8742250941753,60.1838288061107,"0.498027210884354,0.870907029478458,0.847324263038548,0.741541950113378,1.0427664399093",0.6853675773902818,Minor,F,5,1.1615987007655377,0.1863339697559844,0.6688067749311434,minor,f
7524,22,11,imitation_chain,3205,499,55.4437870369405,64.8871340059472,58.1412219152487,58.4115217333906,60.480135239965,"0.384444444444444,0.894353741496599,0.78859410430839,0.777165532879818,1.19267573696145",0.6505593409235334,Minor,G,7,1.032185406513898,0.15918689277128054,0.63773398660760094,major,A#
908,23,1,imitation_chain,23,61,58.021734600054,61.1922349976027,64.9591061861143,55.132899022326,60.4861751706226,"0.774761904761905,0.631814058956916,0.732925170068027,0.614444444444444,0.916145124716553",0.7902279354494638,Major,F,5,1.2241107957126869,0.17064872014222587,0.8053935857433867,major,F
1301,23,2,imitation_chain,590,83,44.7648237666318,48.8112065419074,52.8475821562232,42.9853519474972,48.4060188814667,"0.538321995464853,0.634104308390022,0.635759637188209,0.537165532879819,0.944353741496599",0.830858623026165,Major,F,5,1.2362927565534088,0.23427568377549346,0.8475717623361125,major,F
2521,23,3,imitation_chain,794,153,45.6533983942454,49.4179420282693,52.5281767331614,43.5326803719301,47.9369527428291,"0.389501133786848,0.461541950113379,0.463469387755102,0.377709750566893,0.540272108843537",0.7431535550597232,Major,F,5,1.0196640617816701,0.1645971355480695,0.7670008059657974,major,F
2738,23,4,imitation_chain,1307,182,57.8004138867274,60.8130496031776,64.7706805925841,53.8918581367772,58.4409538019008,"0.500226757369614,0.54750566893424,0.548390022675737,0.463786848072562,0.442471655328798",0.8494360028163487,Minor,A#,10,1.103817294904046,0.21479947837080837,0.846299873309807,minor,a#
3605,23,5,imitation_chain,1413,244,56.8095976718845,60.7037957438627,65.4724014029164,57.8607107749498,60.1790411225715,"0.613401360544218,0.60312925170068,0.732721088435374,0.672086167800453,1.02936507936508",0.8558285117546361,Major,F,5,1.33200942757724,0.229905511487101,0.868628400246102,major,F
4658,23,6,imitation_chain,1745,320,45.8723965357406,49.9283686705829,57.0501540054523,44.688177583028,51.9763927438819,"0.677868480725623,0.611587301587302,0.672698412698413,0.631859410430839,1.19002267573696",0.6511177006743534,Major,A,9,1.1868544598283475,0.21041126826115844,0.6910958021931926,major,A
4933,23,7,imitation_chain,2152,335,54.6757814231955,57.0829536329025,62.3933693527756,56.5137161502129,54.9347297596868,"0.5218820861678,0.487981859410431,0.397278911564626,0.499342403628118,1.05219954648526",0.8269341834894298,Major,G,7,1.1099757051811006,0.20773734354567247,0.8294515397408425,major,G
