id,network_id,degree,trial_maker_id,origin_id,participant_id,sung_pitch1,sung_pitch2,sung_pitch3,sung_pitch4,sung_pitch5,sung_note_durations,peter_tonalness,peter_mode,peter_estimated_key,peter_estimated_tonic,pter_tonal.clarity,pter_tonal.spike,daniel_tonalness,daniel_mode,daniel_estimated_key
7144,54,7,imitation_chain,3219,473,60.3060582128142,55.2962959968325,65.0711722452343,59.645257103416,60.6299467360579,"0.558775510204082,0.476009070294785,0.824920634920635,0.673219954648526,0.88140589569161",0.6567637267513695,Minor,F,5,1.184183542913798,0.1904641248487686,0.6727526826833269,minor,f
7244,54,8,imitation_chain,3226,479,59.9809567637216,54.5597876266143,64.7668873180685,58.9178484894473,60.5002246675186,"0.569455782312925,0.464149659863946,0.663401360544218,0.557687074829932,0.777301587301587",0.6263655966743915,Minor,F,5,1.2447687447533982,0.20744898092243724,0.6435634023977274,minor,f
7313,54,9,imitation_chain,3262,482,60.2264661614838,55.3649003997666,65.4503927030711,59.3137697455472,60.2811058426678,"0.588367346938776,0.441473922902494,0.6521768707483,0.5118820861678,0.62766439909297",0.7533553943818976,Major,C,0,1.0750040380034553,0.20315261594502468,0.7412584559455728,major,C
7456,54,10,imitation_chain,3295,496,63.5930912381731,60.184618708754,65.1681282394561,59.4220686145921,60.553200354832,"0.432380952380952,0.42687074829932,0.582630385487528,0.45421768707483,0.719954648526077",0.4733916557893906,Minor,C#,1,1.0490013402502323,0.17897432912585334,0.4617218366149684,minor,f
7503,54,11,imitation_chain,3356,500,63.9878667756553,59.1338205550674,65.174599941226,58.5496803640025,59.6012147408501,"0.282630385487528,0.327233560090703,0.62859410430839,0.373106575963719,0.696077097505669",0.6165950643736372,Major,C,0,1.089027580924369,0.2077813648055429,0.6061338349593406,major,C
1063,55,1,imitation_chain,55,68,48.860822777819,46.6580596840456,41.530712569109,48.4699462804319,46.7050543271536,"1.01698412698413,0.561496598639455,0.485328798185941,0.877278911564626,0.956507936507936",0.7381298805804034,Major,B,11,1.0426167980237522,0.1856923249665485,0.7259508773387906,major,B
1196,55,2,imitation_chain,677,80,60.8681808672866,59.0457377454831,53.7409135460411,52.046473343714,49.6400389641056,"0.81140589569161,0.499591836734694,0.808730158730159,0.739024943310657,0.887891156462585",0.6627252000098491,Minor,F#,6,1.1145531916912146,0.17845423759343237,0.6723346074979074,minor,f#
2791,55,3,imitation_chain,739,176,60.5022984660156,55.2191135236772,57.2277015127375,52.81845540688,50.5388228822586,"0.753333333333333,0.498866213151927,0.867936507936508,0.569002267573696,0.784489795918367",0.34628686764369887,Major,A,9,1.1381196805170697,0.2019692491068761,0.3832549695267473,major,A
3831,55,4,imitation_chain,1452,258,53.5771349296434,41.499829288213,50.4455743835866,47.7675640828644,48.6021581133269,"0.715419501133787,0.306462585034014,0.617823129251701,0.494036281179138,0.644126984126984",0.5550502423472069,Minor,F#,6,1.2996653722311,0.189632728177376,0.5824414666719762,minor,f#
4590,55,5,imitation_chain,1820,318,58.5522987904561,53.6161478978889,63.5449723080141,57.584212563061,59.7586091359053,"0.64984126984127,0.302131519274377,0.628231292517007,0.303582766439909,0.59233560090703",0.6263655966743915,Minor,E,4,1.2447687447533982,0.20744898092243727,0.6438311092700938,minor,e
4600,55,6,imitation_chain,2104,319,58.994316450258,53.6078702108715,63.3279150687191,55.9334448808821,59.1606158704527,"0.765578231292517,0.486893424036281,0.709410430839002,0.499251700680272,0.719410430839002",0.8122485140659461,Major,B,11,1.3204781740609872,0.24813678771956474,0.8023534535079545,major,B
5467,55,7,imitation_chain,2111,370,61.8671213481798,55.3235499953921,64.0254068922332,56.3596339269443,60.7437462588326,"0.489659863945578,0.407052154195011,0.536326530612245,0.338231292517007,0.351020408163266",0.5989733698346905,Minor,C#,1,1.3802610173250862,0.22022197145982894,0.5994821500301245,minor,c#
5610,55,8,imitation_chain,2519,375,45.9873573625337,48.6873478392108,52.2993576727176,45.0531700141613,47.1429841491166,"0.355442176870748,0.507664399092971,0.428163265306122,0.235034013605442,0.470566893424036",0.6584998099698172,Major,E,4,1.5110232430989714,0.23453830326626066,0.6853920845234165,major,E
7141,55,9,imitation_chain,2590,473,56.7808787176048,60.1623456907408,65.0264458913517,57.353548137608,59.5468452773362,"0.741383219954649,0.437528344671202,0.582857142857143,0.476689342403628,0.650680272108843",0.8141608209457128,Major,F,5,1.0520267472397222,0.23300668434423782,0.833614432187461,major,F
7158,55,10,imitation_chain,3222,476,54.9761566764548,58.1383943341039,62.2826363790882,55.1201805115742,58.4071153167933,"0.556417233560091,0.488480725623583,0.554580498866213,0.464308390022676,0.649954648526078",0.8881965345889435,Minor,G,7,1.3858946752280588,0.24509706188975064,0.8743592222246486,minor,g
7356,55,11,imitation_chain,3239,485,54.7873738496088,58.9366803749166,62.6477672109795,53.2266778874808,57.9038675996003,"0.499274376417234,0.500136054421769,0.466621315192744,0.371587301587302,0.557777777777778",0.8308586230261651,Major,D#,3,1.2362927565534088,0.23427568377549346,0.84514933008282,major,D#
532,56,1,imitation_chain,56,32,61.198036363418304,61.2993862950497,54.4415577724623,63.4824708785855,57.3157970089893,"0.696984126984127,0.777800453514739,0.64859410430839,0.778548752834467,0.741972789115646",0.8434822687908902,Minor,F#,6,1.5119805423669535,0.2266007797443101,0.8185761789058396,minor,f#
668,56,2,imitation_chain,417,45,61.2168152219103,61.1571536372198,54.0669504975166,63.211582645926,57.2975067552007,"0.985374149659864,0.869659863945578,0.694013605442177,0.881904761904762,0.649433106575964",0.8434822687908902,Minor,F#,6,1.5119805423669535,0.2266007797443101,0.8185761789058396,minor,f#
2556,56,3,imitation_chain,491,153,61.4177859971843,60.1404986024216,53.3004372003938,63.5290102882369,61.2954907685309,"0.593151927437642,0.672902494331066,0.567188208616781,0.490158730158731,0.639297052154196",0.6884155193452769,Major,C#,1,1.3267934721318464,0.23275460347707527,0.6901711041000425,major,C#
2874,56,4,imitation_chain,1328,189,61.0227721904295,58.7017969521343,54.0890802566869,62.9291718156145,61.0236977887589,"0.662902494331066,0.63907029478458,0.660748299319728,0.639931972789116,0.777845804988662",0.7570799042994497,Major,F#,6,1.1371620776636473,0.18998533678531537,0.7326280375910321,major,F#
3125,56,5,imitation_chain,1485,206,60.7559685848207,56.3691082616389,53.8570664578557,62.802988526919,60.7823352956645,"0.680634920634921,0.580022675736961,0.487006802721088,0.570748299319728,0.731678004535148",0.771296592888802,Major,C#,1,1.049552532362404,0.1918790558362772,0.7751009574464298,major,C#
4599,56,6,imitation_chain,1550,320,54.5674538620864,49.3678313073944,43.9958715029717,56.7453157690965,53.3298901011023,"0.520226757369614,0.504897959183674,0.471088435374149,0.534036281179138,0.924716553287982",0.7098902407844687,Minor,F,5,1.7529527781915826,0.2923548658409846,0.6866409303789902,minor,f
5192,56,7,imitation_chain,2110,356,50.6832430203998,44.8810503663022,41.9149091940346,55.0072443599703,52.6488490734269,"0.530612244897959,0.515283446712018,0.523854875283447,0.544308390022676,0.704875283446712",0.5613494793399515,Minor,D#,3,1.874277709363263,0.25352282818297894,0.5349714047755635,minor,d#
5253,56,8,imitation_chain,2371,362,62.2983939897144,57.5080086947458,54.5028244504105,66.8108243328543,64.8285856786767,"0.501360544217687,0.430793650793651,0.371836734693878,0.421814058956916,0.536530612244897",0.696981240611102,Minor,G,7,1.1637668943332207,0.1706238287851773,0.6640376746644859,minor,g
5498,56,9,imitation_chain,2398,370,61.6546393859462,54.5260233334863,58.6004398504515,66.058352611112,63.7925901700431,"0.466439909297052,0.418571428571429,0.396893424036281,0.410181405895692,0.455646258503401",0.7667241924831185,Minor,B,11,1.1208043288695706,0.18412357747576108,0.748658141446303,minor,b
6275,56,10,imitation_chain,2540,424,61.562019094076,57.0231030706808,54.437520570257,66.4315451747462,64.4467315529158,"0.489591836734694,0.465124716553288,0.417913832199547,0.46827664399093,0.548208616780045",0.5995496578852032,Major,D,2,1.0127472051568185,0.16899479010042198,0.5994702155319729,major,D
7115,56,11,imitation_chain,2812,475,61.5540413101331,57.8140968773944,54.2124248102449,66.8631978522284,64.38098589229,"0.542517006802721,0.44219954648526,0.46390022675737,0.479138321995465,0.628321995464852",0.5224841197501332,Major,D,2,1.3128421387593416,0.17686273901033053,0.5269717187544278,major,D
326,57,1,imitation_chain,57,21,45.6818272418188,46.3609735589321,40.4376093234123,45.6916531982937,53.5632439866584,"0.689183673469388,0.308820861678005,0.709206349206349,0.724036281179138,0.590861678004535",0.39590129321583417,Minor,A#,10,1.044619577374862,0.1880423697061393,0.45771606102296575,major,F#
385,57,2,imitation_chain,331,27,59.0249649992417,58.9629434060613,53.1251434077004,57.9813538561574,63.5238909949936,"0.615578231292517,0.281111111111111,0.590068027210884,0.488004535147392,0.432448979591837",0.48123273611531564,Major,E,4,1.184644830980223,0.20562405063094297,0.5377826164352081,major,E
766,57,3,imitation_chain,354,51,47.8537749176505,45.8058689414219,42.360274777799,46.5266904746265,51.311083872303,"0.634308390022676,0.309297052154195,0.56047619047619,0.46,0.647256235827665",0.6864429241695944,Minor,D#,3,1.5421701337089995,0.26725467833387573,0.6892511111922384,minor,d#
935,57,4,imitation_chain,542,62,61.0125351418691,55.996834650634,55.1563015373865,58.9798557301698,62.1409577448657,"0.685600907029479,0.407369614512472,0.775668934240363,0.327528344671202,0.904897959183673",0.5991318316723266,Major,G,7,1.3492365834426312,0.26432825829734896,0.5777741308148908,major,G
1697,57,5,imitation_chain,613,104,51.6158891052303,47.6983908333374,45.2693045033878,48.8650617582828,51.8282522061081,"0.775079365079365,0.195804988662132,0.702086167800454,0.266371882086168,0.936145124716553",0.7145610849607908,Major,A,9,1.0589478823893186,0.18938284323105592,0.6866903787037724,major,A
2817,57,6,imitation_chain,978,182,63.2376290374596,58.9569799018812,56.8094169299749,58.4621122946513,63.1073720858498,"0.697392290249433,0.281111111111111,0.568458049886622,0.246802721088435,1.04297052154195",0.527967806026662,Major,D#,3,1.0105749142165956,0.25631954997492334,0.547909177264292,major,D#
3964,57,7,imitation_chain,1468,266,62.6047501292406,58.404980276697,55.6780311713581,58.2507487329845,62.8283740601993,"0.593106575963719,0.292244897959184,0.579478458049887,0.303809523809524,0.99655328798186",0.8058118540369773,Major,D#,3,1.1273888073533092,0.1954870930505935,0.808180987574783,major,D#
6346,57,8,imitation_chain,1869,431,62.6491969415234,58.2406243050651,55.6941494356564,58.1266351222387,62.9257646002496,"0.715419501133787,0.322630385487529,0.706893424036281,0.28077097505669,0.96265306122449",0.8058118540369773,Major,D#,3,1.1273888073533092,0.1954870930505935,0.808180987574783,major,D#
6604,57,9,imitation_chain,2846,444,50.3862721266756,45.5439417825289,42.7421093090349,46.0545002831064,50.1827920010308,"0.69249433106576,0.425873015873016,0.503151927437642,0.379410430839002,0.681360544217687",0.7100309844296971,Minor,G,7,1.1093144746118098,0.18710409864252392,0.6717136543505844,minor,g
6946,57,10,imitation_chain,2971,459,50.1061757054035,45.080703865491,41.4897447775068,48.0101918509046,48.3569106759506,"0.600907029478458,0.446281179138322,0.570929705215419,0.530226757369614,0.783356009070295",0.8024763197161686,Major,F,5,1.2936540672010828,0.2029648425784092,0.7634334873917886,major,F
7022,57,11,imitation_chain,3109,467,61.5111723193242,55.1868034012745,52.2808478294434,60.5871460778022,60.6558827575058,"0.657256235827664,0.56702947845805,0.428707482993197,0.373605442176871,0.650249433106576",0.5977249275245388,Minor,C#,1,1.3519668358809263,0.2216787610575593,0.583386255689688,minor,c#
526,58,1,imitation_chain,58,32,61.7063748488267,56.902590895489,67.4374647046063,61.9221637115126,57.3530730068555,"0.478253968253968,0.533945578231293,0.525736961451247,0.696984126984127,0.569024943310658",0.7957147568679813,Major,D,2,1.2459331666924025,0.1782302190796441,0.7882942164397024,major,D
677,58,2,imitation_chain,410,45,62.7823236564681,56.6005969931822,67.2703821464441,60.4730489776821,61.6712846369921,"0.697052154195011,0.706802721088435,0.733151927437642,0.627823129251701,0.512902494331066",0.6898909468196942,Minor,G,7,1.0927772431213236,0.1859214816598327,0.7046927730983173,minor,g
1373,58,3,imitation_chain,494,84,62.8976183787443,57.3939891153141,66.5678252601435,60.9603283097063,57.4297911589145,"0.616938775510204,0.69578231292517,0.744421768707482,0.547052154195011,0.776598639455782",0.3724556399734082,Minor,G,7,1.3617163604338596,0.17520511178173923,0.4153569664841679,minor,g
3141,58,4,imitation_chain,836,206,63.006891331159,57.6816559596688,66.9229978684353,62.3029015628895,57.5364376707171,"0.635328798185941,0.465215419501133,0.652448979591837,0.535668934240363,0.857369614512471",0.8368447652778032,Minor,G,7,1.0752795223998268,0.2409550185593282,0.8523970959481427,minor,g
3372,58,5,imitation_chain,1553,222,50.0306092642494,44.8684008276756,54.0908259844904,47.2864871711856,44.7137194490037,"0.784625850340136,0.424308390022676,0.752471655328798,0.436802721088436,0.728548752834467",0.8061458940180906,Major,D,2,1.021550812068349,0.22374775052007115,0.8080251768025405,minor,f#
3603,58,6,imitation_chain,1662,244,58.4255289012302,55.8660287862357,65.1736607870966,59.9521033002507,53.7485289956933,"0.925056689342404,0.555873015873016,1.03208616780045,0.625963718820861,1.15507936507936",0.6123924683010501,Minor,A#,10,1.3542387545666257,0.18346674545625707,0.6161882820038456,minor,a#
3898,58,7,imitation_chain,1744,262,57.9238592418975,54.8548551943674,63.6419630437416,56.7585856752123,54.289545431525,"0.902857142857143,0.567437641723356,1.17081632653061,0.684285714285715,1.08600907029478",0.3514312195277314,Minor,E,4,1.1204020761986195,0.15418297249138166,0.39145517003359886,minor,e
6256,58,8,imitation_chain,1837,424,60.7678491156605,57.0189736045373,63.5405716109003,57.6037057558801,56.2460274844149,"0.743174603174603,0.379659863945578,0.951678004535147,0.420816326530612,1.52578231292517",0.8629845253015693,Minor,C#,1,1.341251314977607,0.2418151451200766,0.8712223084794466,minor,c#
6932,58,9,imitation_chain,2804,459,47.6611447012802,42.5373336502432,52.8617341473405,45.838651856878,47.466211676268,"0.725192743764172,0.398571428571428,0.774580498866213,0.528458049886622,1.03637188208617",0.5886435241814343,Major,F,5,1.332218853411744,0.22441730027337678,0.619032468379058,major,F
7238,58,10,imitation_chain,3104,479,59.4283497652014,52.5855858332058,64.4210522449578,56.2459388872761,57.5383217982469,"0.765374149659864,0.509115646258503,0.582471655328798,0.453038548752835,0.742063492063492",0.5382426812831077,Major,E,4,1.4749632877862608,0.2554868408266435,0.5698435801245425,major,E
7516,58,11,imitation_chain,3260,500,59.6186138516838,55.9352419089134,64.5054114709962,54.969725063912,56.78061137095,"0.599637188208617,0.395963718820862,0.5481179138322,0.406802721088436,0.649206349206349",0.8093975884491901,Major,F,5,1.1136360549253297,0.2331228165000428,0.8318161258272976,major,F
547,59,1,imitation_chain,59,32,62.69068335274,56.2729406538223,58.3714127210211,54.722469891478,56.3012681329257,"0.877936507936508,0.863560090702948,0.892335600907029,0.268344671201814,0.672471655328798",0.7462936993875783,Major,D#,3,1.036739000721967,0.1764502993226585,0.7707223199415931,major,D#
663,59,2,imitation_chain,428,45,62.851374396892,56.2410263594133,58.7624815555846,54.523918446293,56.9777464455995,"0.96265306122449,1.06408163265306,0.938503401360544,0.245034013605442,0.465419501133787",0.40159560595603605,Minor,G#,8,1.0650503192725056,0.16778501479542055,0.4104842454687458,minor,g#
936,59,3,imitation_chain,487,61,63.1990273774599,56.4320095135538,58.8030029411824,55.1436981919008,58.0404284055513,"0.939727891156462,0.810362811791383,1.09968253968254,0.475555555555556,0.43047619047619",0.5773504814861473,Minor,D#,3,1.024600426232581,0.16085378089665825,0.5981225549447758,minor,d#
1281,59,4,imitation_chain,614,78,63.3012974281155,56.0118949328856,60.3715917417993,56.5743990210246,59.1846131806519,"0.881746031746032,0.625351473922902,0.795215419501134,0.441428571428572,0.327301587301587",0.6103598936050663,Minor,C,0,1.7428055350338618,0.2319705641867297,0.6215989294325653,minor,c
1304,59,5,imitation_chain,778,83,51.232692098428,44.4189423820668,48.7707080385296,41.8648357633692,44.6929669548908,"0.761814058956916,0.686553287981859,0.783469387755102,0.268004535147392,0.377936507936508",0.5492294026315488,Minor,C#,1,1.1933505073463304,0.18902866124628603,0.5486938326582426,minor,c#
1606,59,6,imitation_chain,797,99,50.8458827933576,43.8398966320169,48.7234934412691,41.6151254936436,43.882965324383,"0.7278231292517,0.75312925170068,0.599115646258503,0.247097505668934,0.493718820861677",0.7882133164952714,Major,G#,8,1.0381900817907173,0.16856986447984806,0.7809017923792042,major,G#
3349,59,7,imitation_chain,934,220,63.011949372285,54.7589093609079,60.1806763014157,54.0094269924216,55.398169203572,"0.777981859410431,0.809387755102041,0.777755102040816,0.429478458049886,0.70687074829932",0.8097772150594051,Minor,C,0,1.4399776831355233,0.22856167522674678,0.8336653331292567,minor,c
4848,59,8,imitation_chain,1648,334,64.4268500687672,55.8386416840286,64.3336454770006,54.2129379453597,60.0931052829914,"0.663242630385487,0.683492063492064,0.709410430839002,0.417142857142857,1.08879818594104",0.6253827114979338,Minor,E,4,1.1498454418895658,0.2200195870586858,0.6366848197270426,minor,e
5199,59,9,imitation_chain,2228,356,51.9681898366897,42.60505703978,51.7725058282612,42.1455978041549,47.3810005026875,"0.769705215419501,0.619909297052154,0.745374149659864,0.477165532879819,0.65578231292517",0.8347506079241531,Minor,E,4,1.0425712998361731,0.2083578037518069,0.8254105867171001,minor,e
5829,59,10,imitation_chain,2376,383,63.4431850309238,54.3821695145432,63.5538153084375,54.7026033815132,59.5860670055541,"0.628163265306122,0.660566893424036,0.708616780045352,0.706235827664399,0.85764172335601",0.5114058796012683,Minor,E,4,1.0183504654858402,0.20149086004756003,0.5137525725725991,minor,e
6290,59,11,imitation_chain,2651,424,63.4108631445408,55.1011817202174,62.8950074914885,55.3173370659273,59.5832546802024,"0.776394557823129,0.702312925170068,0.739297052154195,0.638004535147392,0.985260770975056",0.8054828913237737,Minor,C,0,1.140409925444089,0.26219024191446605,0.7905601236918154,minor,c
740,60,1,imitation_chain,60,48,48.0806516304455,43.6986894360339,52.2319305266087,41.3370703855447,45.1938927162478,"0.679637188208617,0.746190476190476,0.763174603174603,0.853197278911564,0.689546485260771",0.8968559822573722,Minor,A,9,1.625304263239654,0.24707502091616476,0.8725084211084201,minor,a
1154,60,2,imitation_chain,519,73,60.2217619284642,54.9554286384172,64.338137183394,59.6056217715542,54.7280688532923,"0.477777777777778,0.499319727891157,0.467278911564626,0.466303854875284,0.614761904761905",0.8350756231008082,Major,C,0,1.118487643245573,0.23431756393920958,0.8331086106036647,major,C
1288,60,3,imitation_chain,706,78,59.7004917195805,54.0851237363202,64.1043971420962,57.1879820185868,55.4487592207352,"0.500362811791383,0.406462585034014,0.420566893424036,0.384081632653061,0.4640589569161",0.8021381790149552,Minor,E,4,1.015447005970071,0.2308548952426443,0.8117493617278932,minor,e
1760,60,4,imitation_chain,783,106,47.8398490035977,42.8701924687849,51.4324381883,45.6093526164115,44.8988282798552,"0.438231292517007,0.40031746031746,0.37015873015873,0.436371882086168,0.585941043083901",0.5670058389785776,Minor,C,0,1.2216136779871747,0.21748308798326194,0.5900230790722604,minor,c
2778,60,5,imitation_chain,1024,179,60.5246923673981,57.206160263848,63.5378064425596,60.6163063949587,58.7427177718395,"0.489183673469388,0.522721088435374,0.571043083900227,0.581519274376417,1.12283446712018",0.7443586057159431,Major,E,4,1.0610780514733134,0.19131816139967944,0.7507671179654942,major,E
3501,60,6,imitation_chain,1442,235,59.6595007032751,55.6758725009421,63.3506273762519,59.0727022156459,59.40041224196,"0.592290249433107,0.556462585034013,0.697142857142857,0.626984126984127,0.869251700680272",0.5381556371322413,Minor,C,0,1.0604714711344096,0.18784403202817226,0.54842910602265,minor,c
3820,60,7,imitation_chain,1715,258,45.5791646507107,41.2931507985004,50.4164223379221,39.8589299261285,46.1251801019564,"0.633333333333333,0.521972789115646,0.518866213151928,0.415147392290249,0.58687074829932",0.7781602369028277,Major,A#,10,1.5686228950273648,0.2590194217626521,0.7697924061039418,major,A#
4630,60,8,imitation_chain,1817,318,58.4842405222616,54.3378981829889,63.1643551418825,53.7533882897704,57.6596885785239,"0.426734693877551,0.42968253968254,0.43249433106576,0.348185941043084,0.396031746031746",0.710030984429697,Minor,D#,3,1.10931447461181,0.1871040986425239,0.7203279856283661,minor,d#
5900,60,9,imitation_chain,2133,398,59.2876330027062,54.090976053023,62.7463965489359,55.4458948257222,58.1839223198871,"0.396666666666667,0.406553287981859,0.397596371882086,0.337777777777778,0.407959183673469",0.7495959612030878,Minor,D#,3,1.2793927210344842,0.19924326665614817,0.7583188403027128,minor,d#
6028,60,10,imitation_chain,2673,409,62.8592707918486,56.2812997007282,60.0296749585026,55.7795419540947,62.015747009627,"0.386326530612245,0.392176870748299,0.373696145124717,0.424036281179138,0.420294784580499",0.703519038860004,Minor,C,0,1.480617707665319,0.2805677175438725,0.6998156125892364,minor,c
6730,60,11,imitation_chain,2731,452,61.826441729695,56.4037821190188,58.4754598860411,53.9779591312634,62.2168996909946,"0.478140589569161,0.499909297052154,0.488979591836734,0.464535147392291,0.766780045351474",0.5879852677619251,Minor,D,2,1.1937986060873096,0.21753785065714884,0.6024396520378974,minor,d
353,61,1,imitation_chain,61,21,45.504515774268,51.9355380230258,50.0591607867989,43.529565572036,55.58057230063,"0.954965986394558,0.462448979591837,0.99140589569161,0.712426303854875,0.648662131519274",0.3285708468278827,Major,G#,8,1.0359724550399538,0.18259733019616967,0.35642538004889773,major,G#
2582,61,2,imitation_chain,341,153,45.6975000113991,52.1758411337942,50.3191558023644,43.5154573191772,55.6614186408967,"0.489478458049887,0.366190476190476,0.553809523809524,0.274875283446712,0.564172335600907",0.3285708468278827,Major,G#,8,1.0359724550399538,0.18259733019616967,0.35642538004889773,major,G#
3353,61,3,imitation_chain,1350,220,56.5002464854022,63.2673390503308,60.6314583054471,54.7852648901728,63.2562683093505,"0.70734693877551,0.351473922902494,0.835215419501134,0.418163265306122,0.686303854875283",0.3724556399734081,Minor,C#,1,1.3617163604338594,0.17520511178173914,0.3711704521332178,minor,c#
3475,61,4,imitation_chain,1649,228,45.3298713589855,53.6532829850964,45.7413912454084,41.8932174191956,51.0184017672842,"0.736462585034014,0.290884353741497,0.736621315192744,0.272108843537415,0.842403628117913",0.620980183210295,Minor,D#,3,1.2534321475199275,0.23746824739002353,0.6578916098968489,minor,d#
4984,61,5,imitation_chain,1694,341,59.0003133239204,65.9708079986529,59.7735563630656,53.7340879597748,59.6114078277248,"0.62312925170068,0.156417233560091,0.661541950113379,0.162947845804988,0.742471655328798",0.532852276857527,Major,C,0,1.0364026600683751,0.2388695822484011,0.5340772016802008,major,C
6220,61,6,imitation_chain,2271,427,59.5408279902286,64.2323895397804,59.595885367879,55.581784600619,59.5348407234187,"0.719410430839002,0.24344671201814,0.811791383219955,0.206394557823129,0.799954648526077",0.6906996972753425,Major,C,0,1.0375353326423709,0.23038512199707958,0.6936268150024195,major,C
6282,61,7,imitation_chain,2788,425,47.8381440800909,51.8066390640326,47.3977516840587,44.4313283029298,48.0002662251664,"0.644920634920635,0.439886621315193,0.749251700680272,0.5159410430839,1.13639455782313",0.5608157311683981,Major,C,0,1.064473726857052,0.20563754369342213,0.5699629585395497,major,C
6871,61,8,imitation_chain,2814,459,48.1332082279958,52.2517757516617,43.7080278905195,43.8136412396334,48.733007432746,"0.644671201814059,0.509024943310658,0.514943310657596,0.502426303854876,0.853015873015873",0.6843373183520406,Major,G#,8,1.0785835614223733,0.20348954204597725,0.6606805450889041,major,G#
7069,61,9,imitation_chain,3081,470,47.8933344433326,52.2187471617956,50.2391651745192,41.3080905168705,47.9320393148435,"0.668027210884354,0.889455782312925,0.99251700680272,0.628480725623583,1.75195011337869",0.6852413234036286,Major,C,0,1.2256556844704611,0.20781687314521977,0.678781949660255,major,C
7302,61,10,imitation_chain,3180,479,60.2339435958167,64.1504306278826,52.4331302127517,56.2254611887383,57.5202053555346,"0.611111111111111,0.628684807256236,0.600725623582767,0.533945578231293,1.05340136054422",0.35472890760941445,Minor,E,4,1.1380090365669264,0.17548173513931026,0.33457222225321226,minor,e
7329,61,11,imitation_chain,3287,482,60.1971733326354,64.8686129219787,53.0866329414763,57.6266891918024,59.3170915357945,"0.673356009070295,0.594331065759637,0.602176870748299,0.626848072562359,0.811609977324263",0.6367198973521615,Major,F,5,1.2898327283462188,0.25702301195006083,0.6260653032425055,major,F
367,62,1,imitation_chain,62,27,56.6047401438234,56.3185853825921,59.5837188421421,54.5989746478541,59.8833555802949,"0.828684807256236,0.29140589569161,0.511632653061225,0.32546485260771,0.442675736961451",0.6911484987735363,Major,C,0,1.0299489804076853,0.22972403666469782,0.6927437618662238,major,C
628,62,2,imitation_chain,347,43,56.1117702442835,55.9363173457751,58.8474617365938,54.6927971518701,61.8659905802935,"0.748684807256236,0.384467120181406,0.535079365079365,0.453151927437641,0.374172335600907",0.5496463480531796,Minor,G#,8,1.0679276542868985,0.24336374484146728,0.5395776937142708,minor,b
1221,62,3,imitation_chain,464,80,56.0934598506117,56.369186997317,59.1480094233767,54.685312284176,61.6304183506751,"0.832879818594105,0.302925170068027,0.315714285714286,0.325419501133787,0.328208616780045",0.5496463480531796,Minor,G#,8,1.0679276542868985,0.24336374484146728,0.5395776937142708,minor,b
2021,62,4,imitation_chain,750,119,55.3564732252342,55.6583764740778,57.9139063293115,52.8596046535527,61.4187862328454,"0.90204081632653,0.32625850340136,0.51156462585034,0.487120181405896,1.31956916099773",0.6492829625551997,Minor,A#,10,1.3417714763856472,0.22915541214001953,0.6645350574590788,minor,a#
2123,62,5,imitation_chain,1145,121,58.8074731006749,53.0508472409467,63.8430302382635,54.5874937801318,62.6008335993986,"0.741541950113379,0.255396825396825,0.59374149659864,0.348934240362812,1.05430839002268",0.5634238400193038,Minor,E,4,1.01099021859598,0.20278170503420942,0.5649898843755323,minor,e
2293,62,6,imitation_chain,1203,137,46.7314173401525,41.9852724586478,52.2330311338773,45.4666838723607,50.2884331763375,"0.667845804988662,0.324263038548753,0.613151927437642,0.297097505668934,0.796145124716553",0.7065613081869684,Minor,B,11,1.1655543662104584,0.1591881289991503,0.6721967779273609,minor,b
2499,62,7,imitation_chain,1238,144,58.9644459663505,54.1611708158132,64.1103124437659,57.3253392345492,59.3265768996473,"0.856893424036281,0.441496598639456,0.6859410430839,0.338480725623583,0.927074829931972",0.7477392194205136,Major,E,4,1.0163460480406208,0.18115319849205705,0.7628314272267109,major,E
3610,62,8,imitation_chain,1299,244,56.0466163598994,51.9120087873597,63.9295823554405,57.8675002740212,52.7104716483354,"0.890045351473923,0.461950113378685,0.973514739229025,0.464444444444444,1.24619047619048",0.5104840334841377,Minor,F,5,1.157801708840942,0.20523051840940185,0.4816059386253074,major,E
4851,62,9,imitation_chain,1747,334,58.7740722903946,53.1308155348269,65.0921016447368,53.2540818791386,59.0087235003573,"1.05358276643991,0.428979591836734,1.15947845804989,0.39485260770975,1.2153514739229",0.3893237653163354,Major,B,11,1.1527324456289891,0.22544962618143183,0.379764114433099,major,B
6305,62,10,imitation_chain,2230,422,59.2644450797502,52.4131958928158,65.5831673415569,53.2763341582017,58.6420301742921,"0.615532879818594,0.359251700680272,0.77358276643991,0.278798185941043,0.603628117913831",0.8374795411646391,Major,B,11,1.149256164878136,0.21783001539218436,0.8402684000221577,major,B
6592,62,11,imitation_chain,2831,444,46.5778354989354,42.0011850504148,53.5086074026407,42.3316025569651,46.2742068478933,"0.632993197278912,0.353174603174603,0.682380952380952,0.261496598639455,0.594195011337869",0.7548575725996752,Major,F#,6,1.3056259293958274,0.23020456984277363,0.7610011214841319,major,F#
639,63,1,imitation_chain,63,45,55.4025237611974,60.1110911552176,57.7711027435127,63.8189141585616,55.8180402225945,"0.372380952380952,1.08761904761905,0.430839002267573,0.409455782312925,0.487414965986394",0.46965452636686333,Minor,G,7,1.0014259608531202,0.16947704587438245,0.4657893689707791,major,D#
